BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,question,answer
0,0,2007,1,14,Wheat,AHMADNAGAR,2,KHARIF,AGRICULTURE,MAHARASHTRA,Leaf blight,Spray the crop with Mancozeb or Zineb at 15 kgha
0,0,2007,1,14,Teak,PUNE,87,,HORTICULTURE,MAHARASHTRA,Cultivation details,Given all required information
0,0,2007,1,13,2114,SATARA,74,,HORTICULTURE,MAHARASHTRA,sowing season of cucumber,oct-novjan-feb
0,0,2007,1,13,1268,SANGLI,100,RABI,HORTICULTURE,MAHARASHTRA,Flower dropping,spray Planofix  5ml10liter of water
0,0,2007,1,1,Onion,KOLHAPUR,75,RABI,HORTICULTURE,MAHARASHTRA,blight of onion,spray copper oxychloride  25gm  streptocycline  1 gm in 10 ltr water take second spraying after 15 days containing bavistin and streptocycline  25 gm and 1 gm respectively in 10 ltr water
0,0,2007,1,14,Watermelon,KOLHAPUR,Fertilizer Use and Availability,RABI,HORTICULTURE,MAHARASHTRA,ask micronutrent on watermelon ,spraying of microla 25 ml in 20 ml humic acid in 10 lit of water
0,0,2007,1,1,Onion,AURANGABAD,Agriculture Mechanization,,HORTICULTURE,MAHARASHTRA,blight on onion,copper oxycloride25ml10lit of water
0,0,2007,1,1,Onion,AURANGABAD,75,KHARIF,HORTICULTURE,MAHARASHTRA,control measure for onion blight,spray copper oxychloride  25gm  streptocycline  1 gm in 10 ltr water take second spraying after 15 days containing bavistin and streptocycline  25 gm and 1 gm respectively in 10 ltr water
0,0,2007,1,13,Watermelon,AURANGABAD,84,,HORTICULTURE,MAHARASHTRA,when should be harwest watermelon,watermelon should be harwest 3-35month after sowing
JAFRABAD,0,2007,1,13,1075,JALNA,2,KHARIF,AGRICULTURE,MAHARASHTRA,ask with on maize ,dranching of bavistin 25 gm in 10 lit of water
0,0,2007,1,20,Capsicum,JALNA,78,KHARIF,HORTICULTURE,MAHARASHTRA,varieties of shimala mirch ,apply arka mohinigouravvasantgreen gold 
0,0,2007,1,20,Capsicum,JALNA,78,KHARIF,HORTICULTURE,MAHARASHTRA,varieties of shimala mirch ,
0,0,2007,1,20,Capsicum,JALNA,78,KHARIF,HORTICULTURE,MAHARASHTRA,varieties of shimala mirch ,
0,0,2007,1,20,1037,JALNA,1,KHARIF,AGRICULTURE,MAHARASHTRA,sowing time of gram,20 october - 8 November
0,0,2007,1,20,1037,JALNA,1,KHARIF,AGRICULTURE,MAHARASHTRA,sowing time of gram,
0,0,2007,1,2,Groundnut pea nutmung phalli,PARBHANI,1,KHARIF,AGRICULTURE,MAHARASHTRA,sowing time of zaid season groundnut,15 January - 15 February
0,0,2007,1,1,Cotton Kapas,BEED,6,,AGRICULTURE,MAHARASHTRA,market rate for cotton,max5291 min5000 avg5100rsqt
0,0,2007,1,14,1279,BEED,78,RABI,HORTICULTURE,MAHARASHTRA,varieties of brinjal ,krushnaruchiraarunapusa kranti
0,0,2007,1,20,Others,BEED,29,KHARIF,AGRICULTURE,MAHARASHTRA,dissconected,dissconected
0,0,2007,1,2,Pigeon pea red gramarhartur,NANDED,3,JAYAD,AGRICULTURE,MAHARASHTRA,control measure for tur pod borer,spray quinolphosh 25ec20ml10litof water
0,0,2007,1,14,Cotton Kapas,NANDED,29,KHARIF,AGRICULTURE,MAHARASHTRA,Reddning in cotton,Spray 100gm Magnesium sulphate  50gm Urea in 10 lit of water
0,0,2007,1,19,Cotton Kapas,NANDED,Plant Protection,,AGRICULTURE,MAHARASHTRA,redning of cotten,apply mg sulphate
0,0,2007,1,1,2051,OSMANABAD,Agriculture Mechanization,,AGRICULTURE,MAHARASHTRA,aphid on jawar,spraying of emidaclprid
0,0,2007,1,14,Cotton Kapas,OSMANABAD,3,KHARIF,AGRICULTURE,MAHARASHTRA,attack of thrips on cotton ,spraying of emida cropid 5 ml in 10 lit of water
0,0,2007,1,1,Wheat,LATUR,Agriculture Mechanization,,AGRICULTURE,MAHARASHTRA,weedicide for wheat,spraying of isoprotoron weedicide
0,0,2007,1,13,Wheat,LATUR,2,KHARIF,AGRICULTURE,MAHARASHTRA,infection of tambera in wheat ,spraying of mancozeb 25 gm in 10 lit of water
0,0,2007,1,1,Wheat,BULDANA,2,KHARIF,AGRICULTURE,MAHARASHTRA,Control for leaf blight,Spray the crop with Mancozeb or Zineb at 15 kgha
0,0,2007,1,1,Onion,BULDANA,Agriculture Mechanization,,HORTICULTURE,MAHARASHTRA,blight on onion,copper oxycloride25ml10lit of water
0,0,2007,1,13,1280,BULDANA,76,,HORTICULTURE,MAHARASHTRA,attack of fruit borar,spray 2ml sypermetrin in 10lt of water
0,0,2007,1,13,Onion,BULDANA,100,RABI,HORTICULTURE,MAHARASHTRA,Yellowing of leaves,Spray Microlla  25ml10liter of water
0,0,2007,1,14,Onion,BULDANA,75,KHARIF,HORTICULTURE,MAHARASHTRA,infection of blight on onion ,spraying of coc 25 gm in 10 lit of water
0,0,2007,1,14,Onion,BULDANA,75,KHARIF,HORTICULTURE,MAHARASHTRA,infection of blight on onion ,spraying of coc 25 gm in 10 lit of water
0,0,2007,1,19,Cotton Kapas,BULDANA,Agriculture Mechanization,,AGRICULTURE,MAHARASHTRA,redning of cotten,
0,0,2007,1,26,Cotton Kapas,BULDANA,6,KHARIF,AGRICULTURE,MAHARASHTRA,market rate of cotton,average rate is rs 5600qtl
0,0,2007,1,2,1066,AMRAVATI,3,KHARIF,AGRICULTURE,MAHARASHTRA,control measure for tur pod borer,spray quinolphosh 25ec20ml10litof water
0,0,2007,1,13,1282,AMRAVATI,78,,HORTICULTURE,MAHARASHTRA,varieties of bhindi,arka anamikaarka abhaypusa sawanipanjab-7 etc
0,0,2007,1,14,Groundnut pea nutmung phalli,AMRAVATI,5,KHARIF,AGRICULTURE,MAHARASHTRA,varities of groundnut ,tag -24sb-11m-13tg-26
0,0,2007,1,1,Wheat,YEVATMAL,6,,AGRICULTURE,MAHARASHTRA,market price of wheat,1375 - 1400 Rs quintal
0,0,2007,1,13,Cotton Kapas,YEVATMAL,2,,AGRICULTURE,MAHARASHTRA,red leaf of cotton,spray 50gm urea100gm magnesium in 10lt of water
0,0,2007,1,14,1280,YEVATMAL,76,KHARIF,HORTICULTURE,MAHARASHTRA,attack of thrips on chilli ,spraying of rogar 15 ml in 10 lit of water
0,0,2007,1,14,1279,YEVATMAL,76,KHARIF,HORTICULTURE,MAHARASHTRA,infection of brinjal ,spraying of coc 25 gm in 10 lit of water
0,0,2007,1,2,Pigeon pea red gramarhartur,WARDHA,3,KHARIF,AGRICULTURE,MAHARASHTRA,control measure for tur pod borer,spray quinolphosh 25ec20ml10litof water
0,0,2007,1,14,Cotton Kapas,WARDHA,2,KHARIF,AGRICULTURE,MAHARASHTRA,red leaf of cotton ,spraying of mgso4 100 gm  urea 50 gm in 10 lit of water
0,0,2007,1,2,Wheat,NAGPUR,1,KHARIF,AGRICULTURE,MAHARASHTRA,late sowing time of wheat,upto 15 December irrigated
0,0,2007,1,2,1037,BHANDARA,2,KHARIF,AGRICULTURE,MAHARASHTRA,control measure for gram dumping of or wilt disease,use disease resistant varities dreching of bavisstin 10gm10litof water
0,0,2007,1,14,Others,CHANDRAPUR,Weather,,AGRICULTURE,MAHARASHTRA,Weather inquiry,ClearPrecip chance: 5
0,0,2007,1,13,Watermelon,HINGOLI,74,RABI,HORTICULTURE,MAHARASHTRA,ask sowing season of summer watermelon ,sowing season of summer watermelon jan-feb
0,0,2007,1,13,Groundnut pea nutmung phalli,HINGOLI,1,,AGRICULTURE,MAHARASHTRA,sowing season of gnut,in summer season gnut shold be sown during 15jan-15feb
0,0,2007,1,13,Soybean bhat,HINGOLI,1,,AGRICULTURE,MAHARASHTRA,sowing season of soyabean,in summer season soyabean should sonw in month of jan-feb
0,0,2007,1,13,1280,NANDURBAR,76,KHARIF,HORTICULTURE,MAHARASHTRA,attack of jassids on chilli ,spraying of emida croplid 5 ml in 10 lit of water
0,0,2007,1,13,Cotton Kapas,NANDURBAR,3,KHARIF,AGRICULTURE,MAHARASHTRA,attack of thrips on cotton ,spraying of rogar 15 ml in 10 lit of water
0,0,2007,1,1,Cotton Kapas,WASHIM,2,KHARIF,AGRICULTURE,MAHARASHTRA,red leaf of cotton,spray MgSo4 100gm50gm urea10litof water
0,0,2007,1,2,Wheat,WASHIM,2,KHARIF,AGRICULTURE,MAHARASHTRA,control measure for wheat rust,spray mancozeb25gm10litof water
0,0,2007,1,14,Colocasia Arvi Arbi,WASHIM,78,RABI,HORTICULTURE,MAHARASHTRA,Varieties of cow pea,Varieties - Pusa phalguni Pusa do phasali Pusa komal etc
0,0,2007,1,19,Groundnut pea nutmung phalli,WASHIM,5,KHARIF,AGRICULTURE,MAHARASHTRA,dos of N:P:K ,apply 15:15:15 65kg and SSP 65 kgacre
0,0,2007,1,2,Wheat,MUMBAI,6,KHARIF,AGRICULTURE,MAHARASHTRA,market rate of wheat,Date Variety APMC Unit Quantity HRate LRate Average 131210 ---- PUNE QUINTAL 3978 2800 1400 2100    ---- ---- CHOPDA QUINTAL 10 1401 1225 1401    ---- ---- NAGPUR QUINTAL 131 1700 1123 1411    ---- ---- MUMBAI QUINTAL 9726 2200 1450 1825    ---- ---- SHRIRAMPUR  QUINTAL 30 1631 1200 1475    ---- ---- DEULGAON RAJA  QUINTAL 15 1500 1250 1360    ---- ---- MANTHA  QUINTAL 11 1550 1150 1350    ---- BANSI MURUM  QUINTAL 7 1000 1000 1000
0,0,2007,1,14,1282,NICOBAR,75,KHARIF,HORTICULTURE,A AND N ISLANDS,infection of bhindi ,spraying of coc 25 gm in 10 lit of water
0,0,2008,7,30,1137,VISAKHAPATNAM,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT RICE CULTURAL PRACTICES,RECOMMENDED INFORMATION GIVEN AS PER DATA
0,0,2008,7,30,1137,VISAKHAPATNAM,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT RICE CULTURAL PRACTICES,
0,0,2008,7,30,1137,KRISHNA,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT RICE NURSERY MANAGENMANT,RECOMMENDED INFORMATION GIVEN AS PER DATA
0,0,2008,7,30,Cotton Kapas,GUNTUR,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT STEM APPLICATION IN COTTON,RECOMMENDED TO USE EMIDACHLOPRID AND WATER IN 1:20 RATIO AS PER DATA
0,0,2008,7,30,Black Gram urd bean,KURNOOL,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CULTURAL PRACTICES IN BLACK GRAM,RECOMMENDED INFORMATION GIVEN AS PER DATA
0,0,2008,7,30,Banana,ANANTPUR,0,,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CULTURAL PRACTICES IN BANANA,RECOMMENDED INFORMATION GIVEN AS PER DATA
0,0,2008,7,30,Radish,ANANTPUR,0,,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT CULTURAL PRACTICES IN RADISH,RECOMMENDED INFORMATION GIVEN AS PER DATA
0,0,2008,7,30,Others,ANANTPUR,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT WEATHER REPORT,INFORMATION GIVEN FROM INTERENET
0,0,2008,7,30,Others,ANANTPUR,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT AVAILABILITY OF EQUIPMENTS,INFORMATION GIVEN WHERE ITS AVAILABLE
0,0,2008,7,30,Groundnut pea nutmung phalli,Y S R ,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT WEEDICIDES IN GROUND NUT,RECOMMENDED TO SPRAY EMAJITHAPHIR AS PER DATA
0,0,2008,12,12,Others,SHIMOGA,Weather,KHARIF,AGRICULTURE,KARNATAKA,rainfall data,12th dec-Scattered Clouds  13th dec-Scattered Clouds
0,0,2008,12,12,Others,DAVANAGERE,Weather,,AGRICULTURE,KARNATAKA,rainfall data,rainfall data given
RAIPUR  KARCHULIYAN,Vegetables,2008,5,30,1282,REWA,74,RABI,HORTICULTURE,MADHYA PRADESH,Qwhich vegetable crop suitable this time,Ans At this time you can sown Bhindi crop
0,0,2008,12,10,Grape,NASIK,102,,HORTICULTURE,MAHARASHTRA,SECOND DIPPING TREATMENT FOR GRAPE,40 PPM GA3 FER SECOND DIPPING
0,0,2008,12,10,Onion,NASIK,76,,HORTICULTURE,MAHARASHTRA,APHIDS ON ONION,SPRAYING OF DIMETHOATE 10 ML  10 ML STICKER IN 10 LIT OF WATER
0,0,2008,12,10,1324,NASIK,102,,HORTICULTURE,MAHARASHTRA,MARKET RATE OF PAPAYA,MARKET RATE OF PAPAYA RS 700 QUIAV
0,0,2008,12,11,Onion,NASIK,76,,HORTICULTURE,MAHARASHTRA,THRIPS ATTACK ON ONION,SPRAY EMIDACLOPRID 10 ML IN 10 LIT WATER
0,0,2008,12,11,Onion,NASIK,Fertilizer Use and Availability,,HORTICULTURE,MAHARASHTRA,FERT DOSE IN ONION,APPLY AMMONIUM SULPHATE 20 KG  45 KG UREA PER ACRE
0,0,2008,12,15,1324,NASIK,85,,HORTICULTURE,MAHARASHTRA,PLANTING TIME FOR PAPAYA,PLANTING CAN BE AT ANY SEASON AVOID DURING HIGH RAINFALL
0,0,2008,12,15,1324,NASIK,78,,HORTICULTURE,MAHARASHTRA,VARIETIES OF PAPAYA,TAIWAN-786 CO-1 C0-2 C0-6 ETC
0,0,2008,12,15,Grape,NASIK,78,,HORTICULTURE,MAHARASHTRA,VARIETIES OF BLACK GRAPES,THOMPSON SEEDLESS
0,0,2008,12,17,Onion,NASIK,75,,HORTICULTURE,MAHARASHTRA,BLIGHT ATTACK ON ONION,SPRAY TILT 25 GM IN 10 LIT WATER
0,0,2008,12,17,Wheat,NASIK,21,,AGRICULTURE,MAHARASHTRA,HERBICIDE IN WHEAT,SPRAY ISOPROTORON 1 KG IN 500 LIT WATER
0,0,2008,12,7,1066,DHULE,3,JAYAD,AGRICULTURE,MAHARASHTRA,POD BORER IN TUR,SPRAY 3ML SPINOSAD OR 20ML QUINOLPHOS IN 10 LIT OF WATER
0,0,2008,12,8,Others,DHULE,29,,AGRICULTURE,MAHARASHTRA,FARMER WANT THE RAHURI AGRICULTURE COLLEGE CONTACT NO,I GIVING HIM THE RAHURI AGRICULTURE COLLEGE CONTACT NO02426 243861
0,0,2008,12,15,964,DHULE,Dairy Production,,ANIMAL HUSBANDRY,MAHARASHTRA,BREEDS OF BUFFALO,MURHA SURTI MEHSANA JAFRABADI
0,0,2008,12,7,Onion,JALGAON,76,KHARIF,HORTICULTURE,MAHARASHTRA,THRIPS IN ONION,SPRAY DIMETOATE 10ML IN 10 LIT OF WATER
0,0,2008,12,9,2103,JALGAON,78,KHARIF,HORTICULTURE,MAHARASHTRA,varieties of okra,arka anamika
0,0,2008,12,11,Ginger,JALGAON,78,,HORTICULTURE,MAHARASHTRA,VARIETIES OF GINGER,CHINA VYANAD G-55-1 SURBHI ETC
0,0,2008,12,16,Others,JALGAON,Weather,,AGRICULTURE,MAHARASHTRA,WEATHER REPORT,SCATTERED CLOUDS FOR 2 DAYS
0,0,2008,12,17,1066,JALGAON,3,,AGRICULTURE,MAHARASHTRA,PEST ATTACK ON ARHAR,SPRAY PROCLAIM 10 ML IN 10 LIT WATER
0,0,2008,12,17,1066,JALGAON,26,,AGRICULTURE,MAHARASHTRA,FLOWER DROP PROBLEM IN ARHAR,SPRAY PLANOFIX 4 ML IN 10 LIT WATER
0,0,2008,12,17,Onion,JALGAON,Market Information,,HORTICULTURE,MAHARASHTRA,MARKET RATE OF ONION,RS 1000 PER QUINTAL AVERAGE
0,0,2008,12,7,Wheat,AHMADNAGAR,27,KHARIF,AGRICULTURE,MAHARASHTRA,2ND FERTILIZER DOSE FOR IRRIGATED WHEAT,50 KG UREA PER ACRE
0,0,2008,12,7,1296,AHMADNAGAR,75,KHARIF,HORTICULTURE,MAHARASHTRA,BLIGHT IN POTATO,SPRAY 20GM DITHANE M-45 OR COC IN 10 LIT OF WATER
0,0,2008,12,7,Wheat,AHMADNAGAR,2,KHARIF,AGRICULTURE,MAHARASHTRA,CONTROL MEASURE FOR RUST IN WHEAT,SPRAY PROPICONAZOLE 10ML IN 10 LIT OF WATER
0,0,2008,12,7,Wheat,AHMADNAGAR,27,KHARIF,AGRICULTURE,MAHARASHTRA,2ND FERTILIZER DOSE FOR IRRIGATED WHEAT,50KG UREA PER ACRE
0,0,2008,12,11,1075,AHMADNAGAR,6,,AGRICULTURE,MAHARASHTRA,MARKET RATE OF MAIZE,RS 760 PER QUINTAL
0,0,2008,12,14,Wheat,AHMADNAGAR,22,KHARIF,AGRICULTURE,MAHARASHTRA,CONTROL MEASURE OF WEED OF WHEAT CROP,
0,0,2008,12,15,Wheat,AHMADNAGAR,12,,AGRICULTURE,MAHARASHTRA,SOWING TIME 4 LATE VARIETIES OF WHEAT,15-Dec
0,0,2008,12,17,Onion,AHMADNAGAR,94,,HORTICULTURE,MAHARASHTRA,HERBICIDE IN ONION,SPRAY BASALIN GOAL 1 KG IN 500 LIT OF WATER APRAY AFTER 1 MONTH OF PLANTING
0,0,2008,12,17,1037,AHMADNAGAR,3,,AGRICULTURE,MAHARASHTRA,PEST ATTACK ON GRAM,SPRAY ENDOSULPHAN 20 ML  25 ml neem oil IN 10 LIT WATER
0,0,2008,12,7,Wheat,PUNE,2,KHARIF,AGRICULTURE,MAHARASHTRA,RUST IN WHEAT,SPRAY TILT 10ML IN 10LIT OF WATER
0,0,2008,12,7,Onion,PUNE,Fertilizer Use and Availability,KHARIF,HORTICULTURE,MAHARASHTRA,2ND FERTILIZER DOSE FOR ONION,45KG UREA PER ACRE
0,0,2008,12,7,Chillies,PUNE,0,KHARIF,HORTICULTURE,MAHARASHTRA,FRUIT ROT IN CHILLI,SPRAY DITHANE M-45 OR Z-78 25GM IN 10 LIT OF WATER
0,0,2008,12,7,Chillies,PUNE,100,KHARIF,HORTICULTURE,MAHARASHTRA,POWDERY MILDEW IN CHILLI,SPRAY SULPHER 25GM OR KARATHANE 10ML IN 10 LIT OF WATER
0,0,2008,12,10,BovineCowBuffalo,PUNE,Disease Management,KHARIF,ANIMAL HUSBANDRY,MAHARASHTRA,CONTROL MEASURE OF MASTASIS DISEASE,
0,0,2008,12,11,1037,PUNE,3,,AGRICULTURE,MAHARASHTRA,POD BORER ATTACK ON GRAM,SPRAY CLORPYRIPHOS 20 ML IN 10 LIT WATER
0,0,2008,12,11,1037,PUNE,3,,AGRICULTURE,MAHARASHTRA,POD BORER ATTACK ON GRAM,SPRAY CLORPYRIPHOS 20 ML IN 10 LIT WATER
0,0,2008,12,14,Potato,PUNE,Fertilizer Use and Availability,KHARIF,AGRICULTURE,MAHARASHTRA,fertliser dose of potato,apply 165 kg suphala 75 kg urea 35 kg mop acre
0,0,2008,12,15,Onion,PUNE,91,,HORTICULTURE,MAHARASHTRA,TREATMENT FOR ONION SEEDLINGS BEFORE PLANTING,DIP ROOTS OF SEEDLINGS IN THE SOLUTION OF BAVISTINE
0,0,2008,12,17,Others,PUNE,8,,AGRICULTURE,MAHARASHTRA,ANY LOAN FACILITIES FOR STARTING VERMICOMPOST PROJECT,SUBSIDY IS AVAILABLE THROUGH AGRICULTURE DEPT
0,0,2008,12,17,Others,PUNE,15,,AGRICULTURE,MAHARASHTRA,ANY GOVT SCHEME FOR PLANTATION OF TEAKWOOD,NOT ANY SPECIAL SCHEME FROM GOVT BUT REFER TO CONTACT SOCIAL FORESTATION DEPT SUCH SCHEMES ARE CONDUCTED THROUGH THIS DEPT
0,0,2008,12,8,1037,SANGLI,3,,AGRICULTURE,MAHARASHTRA,HOW TO CONTROL THE POD BORER IN GRAM CROP,FOR CONTROLLING THE POD BORER IN GRAM CROP SPRAYING CHLOROPOYRIPHOS 20ML IN 10 LIT WATER
0,0,2008,12,11,1037,SANGLI,Water Management,,AGRICULTURE,MAHARASHTRA,IRRIGATION IS BENEFICIAL AT THE TIME OF FLOWERING,YES IRRIGATION IS BENEFICIAL AT THE TIME OF FLOWERING
0,0,2008,12,18,Others,SANGLI,Weather,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT WEATHER IN SANGALI DISTRICT,INFORMATION ABOUT WEATHER IN SANGALI DISTRICT ARE TODAY PARTLY CLOUDY WEATHER WITH LIGHT RAIN
0,0,2008,12,18,Others,SANGLI,Weather,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT WEATHER IN SANGALI DISTRICT,INFORMATION ABOUT WEATHER IN SANGALI DISTRICT ARE TODAY PARTLY CLOUDY WEATHER WITH LIGHT RAIN
0,0,2008,12,10,Others,SOLAPUR,29,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT FARM POND,I GIVEN DETAIL INFORMATION OF ABOUT FARM POND SCHEME  SUGGEST TO CONTACT AGRIL OFFICER
0,0,2008,12,10,2051,SOLAPUR,2,KHARIF,AGRICULTURE,MAHARASHTRA,CONTROL MEASURE FOR JOWAR RUST,SPRAY M-45MANCOZEB25GM10LITOF WATER
0,0,2008,12,10,Onion,SOLAPUR,Market Information,,HORTICULTURE,MAHARASHTRA,MARKET RATE OF ONION,MARKET RATE OF ONION-  RS 1100 QUI
0,0,2008,12,10,Others,SOLAPUR,29,,AGRICULTURE,MAHARASHTRA,CONTACT NO OF CENTRAL HATCHERY CENTRE,CONTACT NO OF CENTRAL HATCHERY CENTRE- 020 25816974 PUNE
0,0,2008,12,11,Wheat,SOLAPUR,21,,AGRICULTURE,MAHARASHTRA,HERBICIDE IN WHEAT,SPRAY 2-4-D 1-15 KG IN 10 LIT WATER
0,0,2008,12,17,2047,SOLAPUR,31,,ANIMAL HUSBANDRY,MAHARASHTRA,ANY GOVT SCHEME FOR STARTING DAIRY FARMING,25  SUBSIDY IS AVAILABLE BY GOVT
0,0,2008,12,17,Wheat,SOLAPUR,27,,AGRICULTURE,MAHARASHTRA,YELLOWING OF WHEAT CROP,APPLY 55 KG 15:15:15  20 KG UREA PER ACRE  SPRAY 19:19 150 GM  30 GM COC IN 10 LIT WATER
0,0,2008,12,11,1037,KOLHAPUR,20,,AGRICULTURE,MAHARASHTRA,LESS GROWTH OF GRAM EVEN AFTER 45 DAYS OF SOWING,65 KG SUFLA  60 KG SUPER PHOSPHATE PER ACRE SPRAY HUMIC ACID 30 GM IN 10 LIT WATER
0,0,2008,12,11,1268,KOLHAPUR,99,,HORTICULTURE,MAHARASHTRA,FLOWER DROP PROBLEM IN MANGO,SPRAY PLANOFIX 6 ML IN 10 LIT WATER
0,0,2008,12,11,1037,KOLHAPUR,3,,AGRICULTURE,MAHARASHTRA,POD BORER ATTACK ON GRAM,SPRAY CLORPYRIPHOS 20 ML  25 ML NEEM ARK IN 10 LLIT WATER
0,0,2008,12,11,2047,KOLHAPUR,43,,ANIMAL HUSBANDRY,MAHARASHTRA,LOW FAT  IN MILK OF COW,ALLOW GRINDED MAIZE  MINERAL MIXTURE
0,0,2008,12,7,Onion,AURANGABAD,Market Information,JAYAD,HORTICULTURE,MAHARASHTRA,MARKET RATE OF ONION,800-2000 RSQTL
0,0,2008,12,7,Onion,AURANGABAD,76,KHARIF,HORTICULTURE,MAHARASHTRA,THRIPS IN ONION,SPRAY DIMETHOATE 10ML IN 10 LIT OF WATER
0,0,2008,12,9,Sunnhemp Patua,AURANGABAD,5,KHARIF,AGRICULTURE,MAHARASHTRA,ask about varieties of sugarcane,co-8603294012
0,0,2008,12,10,1066,AURANGABAD,3,KHARIF,AGRICULTURE,MAHARASHTRA,CONTROL MEASURE OF POD BORER OF TUR,SPRAY CYPERMETHRIN 4 ML IN 10 LITER OF WATER
0,0,2008,12,10,Wheat,AURANGABAD,5,,AGRICULTURE,MAHARASHTRA,LATE SOWING VAR OF WHEAT,LATE SOWING VAR OF WHEAT- AKW-1071HD-2501HD-2610 ETC
0,0,2008,12,10,Onion,AURANGABAD,75,,HORTICULTURE,MAHARASHTRA,BLIGHT ON ONION,SPRAING OF M-45 25 gm  10 ML STICKER IN 10 LIT OF WATER
0,0,2008,12,10,Others,AURANGABAD,29,,AGRICULTURE,MAHARASHTRA,ADDRESS OF SOIL TESTING LAB,SOIL TESTING LABHARBHAJANSING BUILDINGUSMANPURA EKNATH ROADAURANGABAD
0,0,2008,12,11,1268,AURANGABAD,Fertilizer Use and Availability,,HORTICULTURE,MAHARASHTRA,FERT DOSE 4 MANGEO 5 YEARS OLD PLANT,5 KG COMPOST  350 GM SUFLA  200 GM UREA PER PLANT
0,0,2008,12,11,Onion,AURANGABAD,76,,HORTICULTURE,MAHARASHTRA,SUCKING PEST ATTACK ON ONION,SPRAY EMIDACLOPRID 10 ML IN 10 LIT WATER
0,0,2008,12,15,Wheat,AURANGABAD,12,,AGRICULTURE,MAHARASHTRA,LATE SOWING TIME FOR WHEAT,15-Dec
0,0,2008,12,17,1279,AURANGABAD,78,,HORTICULTURE,MAHARASHTRA,VARIETIES OF BRINJAL,KRUSHNA RUCHIRA ARUNA PUSA KRANTI PRAGATI ETC
0,0,2008,12,17,1075,AURANGABAD,0,,AGRICULTURE,MAHARASHTRA,HERBICIDE IN MAIZE JOWAR AND WHEAT,SPRAY 2-4-D 1 KG IN 500 LIT WATER SPRAY AFTER 30-40 DAYS OF SOWING
0,0,2008,12,18,Others,AURANGABAD,Weather,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT WEATHER IN AURANGABAD DISTRICT,INFORMATION ABOUT WEATHER IN AURANGABAD DISTRICT ARE TODAY PARTLY CLOUDY WEATHER WITH LIGHT RAIN
0,0,2008,12,18,1075,AURANGABAD,6,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT MARKET RATE OF MAIZE CROP IN AMEAMDNAGAR MARKET,INFORMATION ABOUT MARKET RATE OF MAIZE CROP IN AMEAMDNAGAR MARKET ARE RS106800 PER QUINTAL
0,0,2008,12,18,Pigeon pea red gramarhartur,AURANGABAD,3,,AGRICULTURE,MAHARASHTRA,CONTROL MEASURE OF LEAF ROLAR ON TUR CROP,CONTROL MEASURE OF LEAF ROLAR ON TUR CROP ARE SPRAY 20 ML CHLOROPHYRIPHOS IN 10 LITER OF WATER
0,0,2008,12,14,2051,JALNA,3,KHARIF,AGRICULTURE,MAHARASHTRA,control measure of stem borer on jower,spray trizophos  deltamethrin 25 ml in 10 liter of water
0,0,2008,12,14,Soybean bhat,PARBHANI,6,KHARIF,AGRICULTURE,MAHARASHTRA,market rate soyabean,rs 2300-2400qt
0,0,2008,12,14,Pigeon pea red gramarhartur,PARBHANI,6,KHARIF,AGRICULTURE,MAHARASHTRA,market rate of tur,rs 5400  qt
0,0,2008,12,14,Wheat,PARBHANI,22,,AGRICULTURE,MAHARASHTRA,control measure of weed of wheat,spray altrabutoclor 1-15 kg in 500 liter of water
0,0,2008,12,15,Wheat,PARBHANI,Water Management,,AGRICULTURE,MAHARASHTRA,IRRIGATION ONTERVAL IN WHEAT,21 DAY INTERVAL
0,0,2008,12,16,964,PARBHANI,Disease Management,,ANIMAL HUSBANDRY,MAHARASHTRA,BUFFALO,
0,0,2008,12,10,1325,BEED,Fertilizer Use and Availability,KHARIF,HORTICULTURE,MAHARASHTRA,fertiliser dose of pomogranate 3 yr tree,apply 15 kg compost  825 gm suphala and urea  tree
0,0,2008,12,15,Onion,BEED,Market Information,,HORTICULTURE,MAHARASHTRA,MARKET RATE OF ONION,RS 1200 PER QUINTAL
0,0,2008,12,17,1066,BEED,3,,AGRICULTURE,MAHARASHTRA,PEST ATTACK ON ARHAR,SPRAY ENDOSULPHAN 20 ML  30 ML NEEM OIL IN 10 LIT WATER
0,0,2008,12,17,Groundnut pea nutmung phalli,BEED,12,,AGRICULTURE,MAHARASHTRA,SOWING TIME FOR GROUNDNUT SUMMER,15 JAN- 15 FEB
